Long	Lat	sat_min	sat_max	pptn_min	pptn_max	npp
-64.765	-0.525	26.0946	26.8533	485.4938	851.9894	817.3748
-65.133	-0.525	26.1646	26.9275	465.1817	816.0494	873.2959
-65.501	-0.525	26.0174	26.8151	438.3550	779.7522	965.7819
-66.511	-0.685	25.6601	26.5428	459.9409	779.8015	952.9385
-66.608	-0.526	25.5498	26.4702	471.9336	786.7074	945.4147
-69.668	-0.74	25.0359	26.0527	623.6100	943.4859	855.5028
-70.322	-0.529	25.2086	26.3343	644.7798	930.4831	862.1776
-70.693	-0.847	25.2844	26.3804	651.9065	929.7489	839.5817
-72.186	-0.529	25.2835	26.7632	474.8881	866.9112	916.9647
-72.932	-0.529	25.0816	26.6793	426.1936	863.3108	983.5201
-73.305	-0.529	25.0349	26.6872	415.3950	877.8274	1013.3027
-73.678	-0.529	24.8784	26.5679	409.0764	908.9147	1077.6824
-74.797	-0.74	24.6289	26.2803	444.9544	960.4037	1261.8605
-77.487	-0.738	22.3942	23.3830	709.9797	1231.7172	1492.3519
-77.762	-0.526	14.4521	15.2964	386.6567	792.9194	1099.5256
-78.131	-0.526	4.9820	6.1301	230.0421	329.4123	614.3223
-78.499	-0.525	8.7027	9.2680	145.4025	365.6942	892.6534
-78.867	-0.525	14.6779	15.1811	122.2240	708.9859	1337.4453
-79.973	-0.734	23.9058	25.5440	33.2564	891.8547	648.5562
-54.971	-0.81	24.3331	25.8571	285.8394	1019.6982	827.3753
-57.39	-0.82	26.0903	27.4664	327.2674	1087.2542	848.4401
-59.863	-0.828	25.8054	26.9225	367.7709	876.1138	803.2306
-62.295	-0.835	25.9031	26.7092	465.9367	972.6493	830.4948
-63.117	-0.627	25.8714	26.6627	436.0549	875.8608	726.3407
-64.942	-0.841	26.0421	26.7794	484.4445	856.6589	947.1912
-65.492	-0.895	25.9990	26.7582	459.4274	812.4996	961.2454
-66.791	-0.632	25.4978	26.4434	504.3112	817.5280	949.1937
-67.161	-0.633	25.3642	26.3624	559.5455	866.1853	957.6544
-70.508	-0.635	25.1906	26.3077	653.3172	928.7556	846.0929
-72	-0.635	25.2695	26.6896	503.4308	870.0190	894.0803
-72.373	-0.635	25.1721	26.6499	468.9861	856.3674	939.6504
-72.746	-0.635	24.9234	26.4570	447.8614	861.8007	993.7965
-73.119	-0.635	25.0242	26.6244	431.9515	863.1282	1000.3908
-73.307	-0.9	24.9307	26.4725	461.9297	849.3034	1023.6789
-73.868	-0.953	24.9236	26.5117	473.0370	889.8428	1094.5566
-75.357	-0.846	24.5274	26.0958	464.3839	939.3588	1296.9766
-77.579	-0.632	18.1495	18.9850	565.6895	1184.6480	1154.8659
-77.948	-0.631	11.6169	12.5830	307.8941	583.6804	937.1136
-78.317	-0.631	4.7938	5.9513	207.5307	285.1968	725.3199
-78.686	-0.63	7.7103	8.3771	135.6426	365.5343	838.2691
-79.053	-0.63	16.8646	17.6096	112.6498	988.1841	1287.4002
-55.479	-0.914	24.9229	26.4124	323.6149	1037.3695	823.3355
-57.911	-0.925	25.9503	27.2789	305.1313	1018.5022	842.3181
-60.396	-0.934	26.1503	27.1943	396.1872	854.7548	801.4572
-61.843	-0.729	26.0272	26.9010	479.7238	1038.3370	813.3552
-62.932	-0.732	25.7779	26.5549	433.1795	892.3114	740.7112
-63.296	-0.732	25.7861	26.5598	433.7745	868.7127	891.0773
-65.496	-0.736	26.0219	26.8023	445.7387	790.5712	969.2432
-66.974	-0.738	25.4975	26.4630	534.2952	846.3810	966.3896
-67.345	-0.738	25.3092	26.2965	584.5932	884.6792	961.1961
-67.994	-0.951	25.1041	26.0763	658.9852	937.6642	940.8595
-70.321	-0.741	25.2608	26.3342	622.4844	923.7569	850.9099
-71.813	-0.741	25.2615	26.6134	534.4048	877.5260	853.6332
-72.187	-0.741	25.2541	26.6717	497.5571	857.8564	919.2372
-72.747	-0.9	25.0409	26.4965	476.9463	840.0405	976.3511
-73.679	-0.741	24.8749	26.5099	436.2326	893.2951	1069.5550
-75.916	-0.951	24.4627	25.8679	541.5108	978.1040	1395.8102
-78.135	-0.737	8.0750	9.1988	252.2960	396.4368	788.3516
-78.504	-0.736	7.3271	8.1935	155.4108	315.5369	500.6571
-78.872	-0.736	10.3004	10.9124	80.0757	375.3730	895.8888
-80.617	-0.89	23.7382	25.7642	19.8529	362.7607	402.7400
-55.99	-1.07	25.9027	27.3732	355.5527	1097.2995	819.7173
-58.435	-1.03	26.1319	27.3899	296.1474	968.2462	836.5708
-60.931	-1.04	26.0381	26.9887	426.8746	874.5837	813.9049
-61.471	-1.094	26.0444	26.9228	451.7918	922.3046	816.0654
-63.383	-1.048	25.8190	26.5363	446.6505	875.6410	903.7325
-66.043	-1.054	25.8692	26.6766	462.8801	808.5960	963.6665
-67.25	-0.897	25.3613	26.3207	574.1744	879.8837	948.2474
-67.529	-0.844	25.2559	26.2350	608.1408	905.8663	950.8276
-68.641	-1.058	25.0342	26.0135	689.2539	956.3099	912.7244
-70.134	-0.847	25.2565	26.2913	593.5631	923.3961	855.6872
-71.627	-0.847	25.2854	26.5647	566.8227	888.7518	845.3746
-72	-0.847	25.2925	26.6540	525.1152	866.4574	886.2406
-72.374	-1.166	25.2324	26.5407	534.1917	849.5907	933.5243
-76.475	-1.056	24.2329	25.5003	650.8147	1072.9715	1477.4933
-77.953	-0.842	17.1628	17.9684	443.7657	849.3112	1196.1724
-78.324	-0.947	6.1291	7.4753	218.6486	345.9601	690.7571
-78.783	-0.894	8.2741	9.1417	99.6593	296.2144	553.5081
-79.058	-0.841	16.3240	17.1342	95.7580	936.3523	1040.2980
-56.504	-1.124	26.1712	27.6496	333.6087	1129.8281	803.2595
-58.961	-1.136	26.1684	27.3619	311.0302	940.1939	822.6809
-61.836	-0.938	25.9955	26.8537	494.3952	1025.2629	809.1090
-62.926	-0.941	25.7030	26.4735	414.4875	862.8399	714.9573
-64.016	-1.155	25.9309	26.6241	491.9273	895.9430	911.4316
-66.69	-1.161	25.6273	26.4922	516.2707	849.6015	955.6814
-67.713	-0.95	25.2319	26.1967	628.8765	916.6887	954.2117
-69.105	-1.218	25.0762	26.0490	678.6254	955.1271	899.8747
-69.947	-0.953	25.3179	26.3387	582.7594	924.3405	864.9542
-70.32	-0.953	25.3429	26.3871	610.0941	926.2771	854.5568
-71.066	-0.953	25.2516	26.3915	653.4007	922.4344	830.2567
-71.813	-0.953	25.3295	26.6235	554.8351	880.5567	856.8326
-71.906	-1.166	25.2862	26.5263	567.2747	882.8253	883.9733
-74.428	-1.165	24.7723	26.3508	497.8809	936.9165	1208.5343
-77.033	-1.162	23.8888	25.0554	738.3708	1198.3185	1525.8084
-77.77	-0.948	21.9306	22.8629	744.3871	1350.8656	1476.1185
-78.139	-0.948	12.0763	13.1457	266.7415	501.4237	928.3930
-78.508	-0.947	8.1404	9.4038	167.4811	268.8577	599.8685
-79.524	-1.156	23.8326	25.7356	42.8995	1211.4428	770.6896
-57.026	-1.229	26.2640	27.7192	308.5523	1130.3299	829.4879
-59.49	-1.242	26.0771	27.2211	346.6556	926.1588	763.8134
-62.014	-1.043	25.9501	26.7779	479.3242	974.6648	730.2487
-62.74	-1.046	25.7697	26.5446	428.7806	873.4625	675.3887
-63.105	-1.047	25.7721	26.4963	427.9200	872.5745	919.6198
-64.564	-1.262	26.0101	26.7012	513.4694	900.2727	924.1243
-67.151	-1.374	25.4751	26.3620	580.1555	892.2352	960.4407
-67.707	-1.269	25.3065	26.2339	630.3276	912.9745	956.1986
-69.386	-1.058	25.2159	26.2071	643.7244	944.7799	869.0289
-69.759	-1.059	25.2773	26.2870	604.5690	934.3793	868.2466
-70.132	-1.059	25.3393	26.3688	591.7478	927.6891	867.8337
-71.253	-1.059	25.4051	26.5624	636.1799	918.0311	800.8419
-71.626	-1.059	25.3438	26.5651	585.8221	896.4266	827.6480
-74.989	-1.271	24.6693	26.2189	517.4764	961.5673	1264.3713
-77.682	-1.266	22.2594	23.3414	798.4171	1331.5760	1524.9925
-77.957	-1.054	20.0144	20.9124	658.6691	1171.2572	1420.5119
-78.695	-1.052	9.0580	10.2326	116.0595	242.9820	565.9629
-79.063	-1.051	15.2380	15.9213	75.8714	838.8304	1154.4084
-80.17	-1.259	22.9882	25.3232	19.9334	759.3021	770.4601
-55.114	-1.319	25.5153	26.9813	273.9355	946.3913	801.3629
-57.541	-1.335	26.0842	27.5038	283.0368	1051.9355	833.6284
-60.022	-1.349	26.2700	27.3392	382.9524	904.0165	657.4496
-61.829	-1.147	25.9951	26.8292	457.8474	930.6085	807.9121
-62.192	-1.149	25.9883	26.8002	453.7174	901.3064	604.8461
-62.555	-1.15	25.8360	26.6060	446.4021	881.4911	716.5110
-63.092	-1.415	25.7783	26.4649	448.9862	881.4515	878.0793
-65.114	-1.422	26.0563	26.7446	501.7153	878.7972	942.3988
-69.572	-1.165	25.3211	26.3057	624.7793	938.7603	861.8262
-69.945	-1.165	25.3204	26.3440	601.0779	931.9429	850.7844
-70.225	-1.218	25.3684	26.4012	611.0656	935.4065	859.4443
-71.066	-1.166	25.3711	26.4741	660.4217	931.6351	805.2876
-71.439	-1.166	25.4134	26.5825	619.0225	912.3592	818.5109
-72.936	-1.432	25.1641	26.5081	536.7863	814.2565	976.5784
-75.549	-1.376	24.5842	26.0383	549.2978	978.2200	1345.4312
-78.144	-1.159	13.3894	14.4789	254.2014	570.8389	832.9860
-78.513	-1.158	10.1408	11.5944	141.7632	235.3982	725.5214
-78.882	-1.157	6.2358	7.2300	94.5123	304.8158	678.6000
-79.25	-1.156	22.4114	23.9951	84.4946	1289.8881	693.4715
-80.635	-1.468	22.1301	24.6217	22.9923	377.8463	752.4096
-55.624	-1.477	26.0479	27.5391	259.8778	988.6862	790.1780
-58.063	-1.494	26.0823	27.4404	264.8610	977.9938	826.0803
-60.556	-1.456	26.1100	27.0875	406.9889	899.1507	797.7788
-62.007	-1.253	26.0392	26.8826	419.5751	843.1612	398.7271
-62.37	-1.254	25.9477	26.7326	444.8315	866.8700	705.6793
-62.549	-1.413	25.7877	26.5259	452.2565	875.2699	850.9542
-65.757	-1.476	25.9954	26.7225	496.8619	863.4215	952.3196
-68.265	-1.429	25.2097	26.1507	683.9688	932.5705	940.2178
-69.384	-1.271	25.2742	26.2536	643.6607	943.8561	821.8853
-69.758	-1.271	25.3453	26.3501	612.8883	937.6968	811.3369
-70.505	-1.272	25.3677	26.3996	626.1474	944.1954	852.1547
-70.878	-1.272	25.4530	26.5348	651.1312	941.8954	801.9051
-70.971	-1.485	25.4658	26.5421	649.1655	955.1855	836.0752
-73.496	-1.432	25.0907	26.5141	537.7801	825.3107	1030.1979
-76.109	-1.482	24.5371	25.8592	613.4294	1022.3512	1462.3942
-78.331	-1.264	8.3907	9.7189	173.1763	370.0324	796.1291
-78.7	-1.263	8.9163	10.2283	140.8004	239.8094	583.2592
-79.068	-1.262	14.1504	14.8621	60.8561	670.5378	951.3101
-56.841	-1.331	26.4496	27.9478	291.6250	1122.5808	810.7731
-58.589	-1.549	26.1435	27.4174	272.8846	950.5514	823.9524
-61.092	-1.668	26.0353	26.9002	414.3702	907.2047	811.3870
-61.822	-1.357	26.0394	26.8604	409.5339	835.1560	655.7064
-62.185	-1.358	25.9516	26.7563	422.3250	835.1304	631.0555
-63.638	-1.575	25.8945	26.5555	480.7436	892.5012	889.2740
-66.312	-1.478	25.8695	26.6624	521.9002	880.5213	942.9857
-68.73	-1.483	25.1710	26.1340	699.5924	948.0715	924.2036
-69.57	-1.377	25.3425	26.3239	631.0641	940.6121	862.1198
-69.944	-1.378	25.4334	26.4402	612.6755	940.1560	825.6144
-70.317	-1.378	25.4589	26.4936	614.4486	944.6560	817.9816
-70.691	-1.378	25.4951	26.5519	630.4064	948.7208	797.2721
-71.438	-1.645	25.4959	26.6069	644.7669	936.4653	842.4867
-74.058	-1.591	24.9706	26.4171	571.9795	901.8597	1140.3810
-76.668	-1.587	24.3169	25.5385	690.7151	1096.4651	1549.3848
-78.148	-1.371	16.7875	17.7397	405.7810	818.0880	1256.2621
-78.517	-1.37	12.1275	13.4806	136.8351	255.1703	840.0740
-78.886	-1.369	4.7471	5.7914	84.7942	280.5812	439.7242
-79.255	-1.368	21.0199	22.4028	61.0264	1139.3040	875.0462
-55.968	-1.427	26.4106	27.9093	285.2485	1049.1340	783.7373
-56.315	-1.43	26.3055	27.8166	286.5414	1096.5645	747.8023
-56.662	-1.432	26.3658	27.8696	277.2353	1103.8353	773.5392
-59.117	-1.656	26.0214	27.2076	302.8412	935.9909	802.3289
-61.638	-1.461	26.1014	26.9339	413.2899	854.4477	587.5594
-62	-1.463	25.9500	26.7515	400.6495	808.0055	738.0160
-64.186	-1.683	26.0036	26.6525	529.1689	924.9176	894.6777
-66.774	-1.585	25.7136	26.5335	565.2741	904.8179	951.0359
-69.383	-1.484	25.3798	26.3420	648.1876	943.6592	799.9136
-69.756	-1.484	25.2832	26.2572	635.6563	943.8169	886.1948
-70.13	-1.484	25.5176	26.5237	609.9776	942.5466	811.8434
-70.504	-1.485	25.5328	26.5689	618.2810	952.1621	803.1897
-72	-1.699	25.4156	26.5750	602.5385	890.4023	884.1727
-74.527	-1.697	24.9109	26.3556	584.9454	947.7529	1231.7142
-77.228	-1.692	23.5282	24.6925	762.3380	1183.3589	1575.1092
-77.965	-1.477	20.2069	21.2755	903.3584	1303.2545	1519.6142
-78.335	-1.476	11.9689	13.0796	186.3822	440.4852	876.1520
-78.704	-1.475	6.3259	7.4114	156.3765	278.7075	624.4695
-79.073	-1.474	12.3363	13.0854	50.7391	535.9405	906.2466
-79.721	-1.683	23.9996	26.2162	14.7133	945.3114	774.0501
-54.749	-1.776	25.9367	27.4175	159.6384	835.8466	692.3454
-56.136	-1.531	26.2573	27.7745	261.0812	1059.1180	750.3182
-56.568	-1.689	26.0550	27.5857	238.2753	1082.6164	803.8010
-57.17	-1.745	26.2020	27.7063	239.8326	1047.6377	812.3498
-59.647	-1.764	26.2458	27.3878	352.9065	943.1358	591.1155
-61.453	-1.565	26.1031	26.9592	417.5276	887.9596	645.1272
-61.719	-1.724	26.0456	26.8401	418.2386	882.5719	807.9526
-62.172	-1.779	25.9568	26.7126	447.7291	874.4672	830.5575
-64.826	-1.791	26.0813	26.7241	573.4564	960.8134	914.9842
-67.332	-1.586	25.4679	26.3338	608.1854	909.4403	960.5130
-67.704	-1.587	25.3846	26.2737	636.6572	907.8952	899.5636
-68.076	-1.588	25.3363	26.2416	669.7726	913.1812	872.3426
-69.195	-1.59	25.3145	26.2704	670.7910	946.4819	849.3580
-69.849	-1.804	25.4298	26.3784	638.4517	949.6568	889.7893
-69.942	-1.591	25.4051	26.3725	628.6420	945.9002	855.6286
-70.501	-1.858	25.5238	26.5211	629.6809	977.3762	856.5476
-72.562	-1.912	25.3710	26.5791	606.2751	858.4577	940.6399
-75.181	-1.802	24.8011	26.1988	584.1578	959.4565	1319.0818
-77.88	-1.796	21.2102	22.2832	768.7141	1098.5856	1570.9400
-78.152	-1.582	18.2856	19.1790	591.7805	965.9791	1373.3058
-78.522	-1.581	10.0032	11.2063	157.8183	274.6781	673.7863
-78.891	-1.58	7.2060	8.1041	75.8417	303.5090	622.1209
-79.26	-1.579	20.9154	22.3973	44.2908	1131.9695	880.3031
-80.461	-1.786	22.4362	24.9730	14.7735	568.4674	864.7071
-55.257	-1.779	26.0547	27.5287	179.0859	872.2448	684.7023
-55.958	-1.632	26.3603	27.8876	233.6554	1027.9841	650.1365
-57.778	-1.853	26.1153	27.5611	235.1304	958.5917	805.0741
-60.18	-1.872	25.9686	26.9634	393.6776	938.2079	787.0553
-62.715	-1.887	25.8943	26.5953	478.3532	897.7330	849.7426
-66.031	-1.689	26.0682	26.8068	535.6434	895.0161	844.8154
-66.401	-1.69	25.9634	26.7272	551.3896	906.0209	875.0696
-67.516	-1.693	25.4862	26.3602	622.8059	906.6534	877.9877
-67.888	-1.694	25.4189	26.3078	653.9048	909.0441	891.2513
-68.261	-1.695	25.3778	26.2969	683.6237	920.6714	900.1940
-68.634	-1.695	25.3080	26.2650	700.3664	936.2602	876.0354
-69.007	-1.696	25.3126	26.2583	690.2291	946.4885	919.3831
-69.473	-1.803	25.3094	26.2661	664.0503	948.8632	911.6816
-73.497	-1.698	25.1609	26.5127	581.2358	823.1635	1001.6310
-75.742	-1.908	24.7608	26.0598	607.5493	969.2423	1418.8193
-78.339	-1.688	8.6270	9.6962	195.1113	430.8330	476.3002
-78.709	-1.687	10.8010	11.6927	113.0143	242.2437	352.6244
-79.078	-1.685	13.8579	14.5065	43.4234	491.9297	842.1555
-79.459	-2.002	23.9073	26.2296	27.9132	1073.3813	826.2264
-56.288	-1.944	26.4951	28.0888	181.0731	1020.7999	540.6861
-60.716	-1.98	26.0936	26.9837	374.8321	914.3718	801.7470
-61.446	-1.775	26.1424	26.9775	415.9119	905.0270	568.9050
-63.26	-1.995	25.9085	26.5726	477.9637	900.9563	861.1265
-65.473	-1.793	26.1129	26.7703	512.6527	888.8796	915.8661
-65.843	-1.795	26.1595	26.8523	538.1055	896.6064	822.8687
-66.214	-1.796	25.9889	26.7274	562.3102	938.4599	946.8651
-66.585	-1.797	25.9054	26.6708	573.9253	930.7633	865.1858
-66.956	-1.798	25.7362	26.5364	595.7279	920.9723	890.0643
-67.328	-1.799	25.5809	26.4182	615.4132	910.4028	896.1113
-67.701	-1.8	25.5115	26.3891	641.2176	910.9534	978.8668
-67.793	-1.96	25.4159	26.2803	660.9200	918.4086	985.7125
-68.446	-1.802	25.3456	26.2750	698.4489	931.2652	903.0957
-68.819	-1.802	25.3450	26.2945	694.3907	939.8262	857.5761
-69.193	-1.803	25.3822	26.3467	674.4637	949.8566	855.0742
-71.156	-1.965	25.5462	26.6084	650.4138	988.2475	834.7024
-72.936	-1.805	25.2528	26.4992	597.9471	827.3810	962.9563
-73.311	-1.805	25.2323	26.5343	594.9329	806.3428	972.8868
-73.78	-2.018	25.1258	26.4247	672.0130	918.8678	1056.7579
-76.303	-2.013	24.7647	25.9630	651.4345	996.9673	1563.5235
-78.157	-1.795	17.8890	18.7640	501.0233	847.4544	1352.0352
-78.527	-1.793	7.6247	8.6237	192.7644	317.6806	716.9161
-78.896	-1.792	7.6259	8.4972	73.2049	308.5009	766.8704
-79.265	-1.791	21.9612	23.6510	44.2452	1170.0508	863.1905
-55.601	-1.834	26.1662	27.6867	170.6155	925.2988	646.6635
-55.947	-1.837	26.4995	28.0533	183.2070	995.4294	397.7607
-58.397	-1.858	26.3624	27.6960	246.4200	920.3295	808.4497
-58.657	-2.069	26.1952	27.5109	253.2052	892.4132	786.6126
-61.261	-1.878	26.1484	26.9742	405.3725	920.4165	713.0218
-63.807	-2.104	25.9848	26.6329	511.1003	919.8903	864.8315
-65.286	-1.899	26.1610	26.7972	550.7168	933.7343	869.8540
-65.656	-1.9	26.2064	26.8490	540.8296	905.9878	843.4005
-65.748	-2.061	26.2298	26.8700	572.0579	945.1353	923.9911
-66.3	-2.115	26.0725	26.7623	602.3339	976.4675	940.2931
-66.769	-1.904	25.8153	26.6002	602.1373	952.2442	954.8567
-67.141	-1.905	25.6743	26.4760	612.0285	918.3470	901.3564
-68.444	-2.068	25.3398	26.2519	701.7389	935.8202	975.0096
-69.005	-1.909	25.3304	26.2813	690.7720	950.8998	879.7617
-73.124	-1.911	25.2824	26.5341	615.1605	824.4568	959.7840
-76.863	-2.118	24.3152	25.4357	685.5373	1026.0688	1628.6334
-78.344	-1.9	9.5370	10.4653	216.5009	468.5843	611.1275
-78.625	-2.058	7.5170	8.4057	156.9620	331.5133	612.5653
-79.083	-1.897	15.1966	15.8601	44.7828	550.9551	997.8776
-55.424	-1.935	26.2254	27.7052	148.1505	878.0356	568.4889
-55.768	-1.938	26.4540	28.0058	153.0909	930.7118	213.4008
-56.8	-2.155	26.4287	28.0442	187.7452	1044.2622	629.6112
-58.216	-1.961	26.3975	27.7701	233.7057	904.5057	799.4026
-59.273	-2.178	26.1407	27.3604	290.0825	885.5608	781.4447
-61.438	-1.984	26.1054	26.8966	415.3883	935.3535	764.1505
-61.705	-2.197	26.0465	26.7946	415.8679	933.0120	807.7295
-64.356	-2.213	26.1113	26.7293	567.5032	983.3772	875.3500
-64.909	-2.269	26.2155	26.8252	644.6169	1076.3153	877.8885
-66.947	-2.277	25.8649	26.6143	615.6215	948.7609	970.3068
-67.506	-2.279	25.5674	26.3800	626.7150	922.6580	992.5379
-69.003	-2.176	25.3814	26.3268	699.3422	960.4959	956.9435
-69.563	-2.284	25.5268	26.4839	649.4857	940.4746	934.3673
-72.094	-2.179	25.4931	26.6343	638.3991	895.8481	895.5101
-72.844	-2.125	25.3122	26.4933	642.4129	866.6558	943.2034
-73.313	-2.339	25.3027	26.4841	692.2572	925.0174	967.6273
-74.435	-2.017	25.0713	26.4486	635.7148	949.9192	1212.6369
-74.811	-2.23	25.0091	26.3503	636.4801	934.4194	1291.2830
-77.423	-2.223	23.6420	24.8260	699.4889	1012.2449	1654.6813
-78.901	-2.004	11.1385	11.7990	58.3656	354.4695	903.9634
-79.27	-2.002	22.8983	24.8343	47.1025	1165.5917	853.7660
-80.015	-2.211	23.6114	26.1247	11.5739	633.2073	727.2788
-55.246	-2.035	26.2523	27.6911	131.9059	850.6863	480.0055
-55.407	-2.295	26.0798	27.5037	130.2188	883.1821	580.5477
-55.936	-2.043	26.5189	28.0360	145.6706	952.8552	462.0077
-57.321	-2.211	26.2703	27.8018	219.1693	989.5781	777.7246
-57.854	-2.271	26.2660	27.7244	211.5280	889.6273	758.3933
-59.805	-2.287	25.9882	27.0974	335.3913	920.6603	764.3149
-61.254	-2.088	26.1464	26.9607	380.4716	920.6349	660.2448
-62.337	-2.307	25.9975	26.7106	450.4114	917.0872	812.0695
-65.282	-2.111	26.3324	26.9362	620.6964	1021.6714	763.5607
-70.218	-2.285	25.6719	26.6331	627.8963	959.2927	895.2411
-71.625	-2.125	25.5821	26.6907	651.9092	939.2654	832.5009
-73.125	-2.125	25.3577	26.5703	645.3859	863.6947	942.9096
-74.249	-2.124	25.1611	26.4979	669.6409	972.8918	1176.6792
-75.373	-2.336	24.9693	26.2437	617.6535	908.1396	1369.6391
-77.98	-2.22	19.9043	20.9454	506.3230	871.5596	1557.4658
-78.348	-2.112	11.3578	12.1755	223.1272	509.4946	815.9254
-79.088	-2.109	18.7675	19.7426	70.7640	789.7955	1044.5509
-80.563	-2.261	22.5011	25.8629	21.8141	383.0389	644.5355
-54.726	-2.132	26.0109	27.4181	95.3300	846.1860	303.3582
-55.069	-2.136	26.1610	27.5583	116.6146	851.2411	296.2488
-55.412	-2.14	26.2970	27.8019	124.1618	854.3879	115.8696
-55.758	-2.143	26.5018	28.0134	133.7018	909.7836	332.6090
-56.104	-2.147	26.4693	28.0474	141.0463	959.5695	406.6139
-58.207	-2.168	26.3343	27.7400	222.4310	884.8091	780.1529
-60.424	-2.398	26.1299	27.0843	309.6709	896.6109	749.6722
-61.069	-2.192	26.2017	27.0378	348.4562	907.5009	576.4267
-62.881	-2.416	25.9744	26.6564	456.0347	902.8939	821.3137
-65.556	-2.272	26.3438	26.9251	604.0270	1001.8503	920.2038
-68.063	-2.494	25.3922	26.2581	639.3257	917.9129	1003.4994
-70.687	-2.232	25.7288	26.7189	625.0395	1008.5997	848.7103
-71.062	-2.232	25.7223	26.7680	635.6718	1017.2320	798.1548
-71.437	-2.232	25.6428	26.7326	652.2216	967.6014	803.5483
-71.812	-2.232	25.6337	26.7557	647.3866	917.2251	832.8981
-74.062	-2.231	25.2145	26.4969	712.4485	1000.7526	1110.1277
-74.437	-2.23	25.1389	26.4643	667.7795	961.9647	1238.8519
-75.935	-2.441	25.0672	26.2230	623.6333	901.5736	1509.6026
-77.794	-2.221	20.6284	21.7165	558.4296	971.9447	1559.0629
-78.165	-2.22	18.7374	19.6695	400.1497	724.2513	1592.3775
-78.906	-2.216	13.1639	13.5757	54.2251	327.9023	820.8230
-54.891	-2.236	26.0036	27.3762	104.3930	882.5175	307.2078
-55.235	-2.24	26.1315	27.5460	120.9370	862.2441	298.4463
-55.925	-2.248	26.1805	27.7179	137.6332	935.6236	719.1959
-56.272	-2.252	26.5075	28.1032	149.6724	979.1552	426.7607
-58.456	-2.535	26.2482	27.6451	227.5116	880.1126	739.7238
-60.792	-2.401	26.2448	27.0971	309.4155	888.1580	695.2962
-61.417	-2.563	26.1139	26.8635	340.2513	933.8778	785.3753
-63.428	-2.525	26.0319	26.6826	460.5250	889.2480	835.2979
-65.277	-2.323	26.3652	26.9557	667.2972	1100.6538	831.0355
-66.389	-2.328	26.1771	26.8470	590.3114	959.8274	899.6400
-68.53	-2.55	25.3429	26.2631	699.2896	970.8295	988.4218
-70.874	-2.339	25.7911	26.8171	623.6569	1020.3877	821.5250
-71.25	-2.339	25.7385	26.8020	636.6621	993.7599	795.9141
-71.812	-2.608	25.5439	26.6468	636.8714	941.7360	852.9874
-72	-2.339	25.6351	26.7542	649.5753	906.3116	854.6505
-72.75	-2.339	25.4837	26.6388	656.8816	896.1235	919.1151
-73.126	-2.339	25.3769	26.5501	676.1784	908.4820	934.0276
-73.875	-2.338	25.2836	26.5256	764.8715	1001.8239	1048.3033
-74.439	-2.605	25.1518	26.3929	711.8334	944.1970	1221.7710
-76.497	-2.546	24.9313	25.9670	632.0232	892.9003	1622.9759
-78.353	-2.325	12.8604	13.6143	225.1672	548.5209	1067.6195
-78.723	-2.323	6.4728	7.3661	137.0035	346.7063	572.9386
-79.093	-2.322	18.4712	19.2735	68.6649	696.4391	999.7366
-54.714	-2.336	25.9120	27.2837	104.1201	944.9685	102.7199
-55.057	-2.341	26.0335	27.3941	113.7002	877.5111	279.2813
-55.999	-2.505	26.0088	27.5226	147.8370	934.1717	752.2857
-56.441	-2.357	26.5397	28.1628	160.9828	994.5996	428.6977
-57.491	-2.369	26.4402	27.9897	213.4250	933.1252	627.1463
-58.197	-2.376	26.5165	27.9401	212.7444	868.2744	683.5998
-58.894	-2.643	26.1077	27.4283	256.5603	873.7384	760.5930
-61.062	-2.402	26.2548	27.0735	314.4669	890.2904	574.8432
-63.977	-2.635	26.1409	26.7688	484.9446	909.8584	846.6047
-65.089	-2.429	26.3162	26.9228	698.8554	1155.4071	822.5859
-65.46	-2.431	26.3684	26.9464	619.0554	1041.0054	826.5523
-65.83	-2.432	26.2813	26.9083	553.9723	948.3553	842.2640
-66.202	-2.434	26.2687	26.9016	522.6274	893.2964	830.8258
-66.573	-2.436	26.0838	26.7728	579.0434	945.4149	773.5222
-69.278	-2.605	25.5161	26.4815	670.5265	958.1766	961.5133
-70.311	-2.446	25.8013	26.7799	617.0141	962.2011	864.6178
-70.686	-2.446	25.8822	26.8700	613.1496	999.4085	818.0139
-71.155	-2.607	25.6794	26.7240	626.6994	990.0157	831.6974
-72.188	-2.447	25.6104	26.7366	650.8627	909.3468	873.9570
-72.563	-2.446	25.5584	26.7015	657.3169	908.4032	899.8959
-72.938	-2.446	25.4550	26.6059	669.0123	911.1673	920.8310
-73.689	-2.446	25.3547	26.5479	768.1076	997.6032	991.3243
-73.877	-2.66	25.3185	26.4781	760.6467	992.3071	1070.6342
-77.058	-2.651	24.8928	25.9348	633.9851	874.9355	1699.5047
-77.798	-2.434	21.4489	22.6258	513.7816	905.1993	1537.0977
-78.17	-2.432	20.3095	21.5092	397.3293	704.0641	1623.0756
-78.54	-2.431	8.3287	9.2857	229.5393	444.9393	976.5838
-78.911	-2.429	8.5207	9.3077	103.0143	333.2089	824.8543
-79.28	-2.427	22.5481	24.3583	62.7421	985.3105	942.6063
-79.561	-2.531	23.8029	26.2388	27.2804	778.8971	849.6415
-54.88	-2.441	25.7694	27.1304	115.0660	925.2000	379.5570
-56.61	-2.462	26.6021	28.2508	183.4677	992.4068	298.2247
