Long	Lat	sat_min	sat_max	pptn_min	pptn_max	npp
-56.96	-2.466	26.6126	28.2305	225.8294	1009.4863	596.9057
-57.311	-2.47	26.5485	28.1317	229.3038	963.0830	506.7857
-57.662	-2.474	26.5414	28.0901	202.1461	882.2087	556.6218
-59.43	-2.702	26.1269	27.3517	304.0619	883.1874	755.9017
-61.959	-2.726	26.1257	26.8267	378.1885	941.3472	791.3514
-64.527	-2.852	26.3384	26.9384	528.6106	966.8045	847.9231
-65.272	-2.536	26.3648	26.9682	648.6057	1094.6470	790.1681
-65.643	-2.538	26.3408	26.9475	573.7857	990.2768	865.4957
-66.014	-2.54	26.2466	26.8788	512.5848	900.1176	812.7590
-66.386	-2.541	26.1948	26.8561	532.6014	905.0000	770.7220
-67.13	-2.545	25.8515	26.5900	591.9466	926.5552	927.0649
-70.123	-2.552	25.8493	26.8323	613.0463	937.5094	892.4232
-70.498	-2.553	25.9233	26.9103	610.1267	973.7740	835.4978
-72.375	-2.554	25.5389	26.6696	651.9137	922.5141	898.5820
-72.469	-2.768	25.5247	26.6529	639.1276	938.6502	902.6405
-73.502	-2.553	25.3970	26.5492	737.6815	976.7671	974.2351
-75.003	-2.765	25.0657	26.3158	646.0990	859.2468	1323.4454
-77.712	-2.755	24.3847	25.5858	573.6208	839.8656	1705.1260
-77.986	-2.54	20.1011	21.2087	386.5260	795.9862	1529.8164
-78.357	-2.538	15.4393	16.3315	266.5107	594.5107	1038.9625
-78.728	-2.536	8.9932	10.0057	193.4462	340.3262	934.7889
-79.098	-2.534	12.2832	12.9606	81.3165	415.3165	828.6499
-80.298	-2.634	23.0866	26.3710	12.3514	345.5288	395.3848
-54.703	-2.541	25.3654	26.7530	129.5677	971.1515	647.5038
-55.046	-2.545	25.9273	27.2530	118.5581	869.9380	180.5298
-56.43	-2.563	26.2905	27.8979	183.7385	979.5192	660.9417
-56.78	-2.568	26.6232	28.2640	223.0096	994.0325	407.8099
-57.13	-2.572	26.6348	28.2397	249.0958	985.2452	429.1034
-57.481	-2.576	26.6814	28.2130	220.2390	917.7725	623.9553
-57.834	-2.58	26.6368	28.1531	198.3951	859.2514	643.5057
-58.188	-2.584	26.3632	27.8210	207.5395	865.7538	637.5868
-60.052	-2.813	26.0818	27.2058	268.8004	887.9952	713.0438
-61.054	-2.613	26.2172	27.0153	291.6062	899.7747	726.9789
-62.503	-2.836	26.0576	26.7500	404.3754	920.9992	801.5560
-65.085	-2.642	26.4038	26.9856	633.7038	1089.8432	865.9725
-65.455	-2.644	26.3208	26.9495	592.7404	1030.8467	734.3220
-65.826	-2.646	26.3729	26.9934	529.7989	941.7135	826.5836
-66.281	-2.968	26.1705	26.8331	490.7891	930.2609	941.6302
-66.57	-2.649	26.0638	26.7466	548.1572	923.8687	866.5677
-66.942	-2.651	25.9512	26.6653	573.5731	925.4682	864.4410
-67.315	-2.652	25.7971	26.5745	575.6466	912.3379	749.6909
-67.688	-2.653	25.4694	26.3007	590.0265	912.4956	1009.6887
-69.935	-2.659	25.9429	26.9235	598.1938	910.0429	900.6422
-70.31	-2.66	25.9839	26.9799	603.4623	947.0223	871.6005
-70.872	-2.929	25.8565	26.8501	595.5549	966.8301	847.9035
-73.033	-2.875	25.4608	26.5777	658.0540	952.1694	928.3000
-75.566	-2.87	25.1829	26.3375	599.8333	802.1257	1430.0975
-78.174	-2.646	20.9917	22.2780	378.6157	735.6637	1554.9407
-78.545	-2.644	13.0568	13.9885	211.2526	440.5958	1201.0774
-79.009	-2.748	9.3483	10.5992	173.5705	327.0053	723.0812
-79.285	-2.639	13.9330	14.7728	63.2837	491.8883	999.0757
-54.78	-2.748	25.1699	26.5334	136.7684	894.0466	707.4448
-55.212	-2.65	25.8113	27.1179	126.1452	859.6452	593.1736
-55.546	-2.861	25.7188	27.0727	148.4854	877.2684	748.7083
-56.067	-2.922	25.9779	27.4656	172.0554	911.3398	752.3140
-56.6	-2.669	26.3593	28.0038	215.9559	981.3071	649.1678
-56.95	-2.673	26.6503	28.2902	261.3837	992.4518	456.0287
-57.301	-2.678	26.6950	28.2665	249.6000	950.8604	412.0721
-57.653	-2.682	26.6219	28.1331	210.2453	887.3849	570.4574
-58.087	-2.79	26.5158	27.9981	209.1888	865.1700	593.0043
-60.508	-2.713	26.2233	27.1672	256.2339	879.4954	726.8455
-60.869	-2.716	26.2992	27.1419	261.1753	889.2039	573.0284
-63.049	-2.947	26.0691	26.7415	405.3328	877.2322	812.6674
-64.897	-2.747	26.4034	26.9985	590.5027	1045.9216	832.9786
-65.267	-2.749	26.3760	27.0038	592.0919	1046.5563	781.2827
-65.638	-2.751	26.2788	26.9133	553.6063	988.6202	856.2129
-66.01	-2.753	26.3318	26.9633	502.5534	914.5071	929.7637
-66.382	-2.755	26.0917	26.7742	512.9431	912.3737	948.4824
-66.754	-2.757	25.9963	26.7073	544.0295	923.5851	865.7302
-67.127	-2.758	25.9078	26.6343	561.0502	912.7180	885.1924
-67.5	-2.76	25.7147	26.5045	557.9277	905.9208	880.6200
-69.747	-2.766	25.9952	26.9754	586.9742	897.1102	912.6494
-70.122	-2.767	26.0150	27.0210	587.4322	915.8473	884.1262
-70.215	-2.928	25.9788	26.9805	580.4706	920.6484	897.7545
-73.503	-2.767	25.4868	26.5911	714.0772	973.2024	959.5890
-76.129	-2.975	25.3678	26.3433	569.6842	741.6545	1576.9010
-77.99	-2.753	21.3466	22.5316	404.9235	787.3096	1557.2811
-78.362	-2.751	20.3701	21.5480	346.3084	664.1237	1544.1545
-78.733	-2.749	11.9972	13.1655	192.3570	312.8943	904.4156
-79.473	-2.745	17.1234	18.0011	31.1971	526.1093	1052.6068
-55.034	-2.751	25.6792	26.9842	131.9901	857.0179	312.5091
-56.579	-3.03	26.2021	27.7747	218.1359	933.4263	728.7195
-56.769	-2.775	26.5131	28.1620	247.6777	979.0742	535.0797
-57.1	-3.091	26.4230	27.9794	272.4942	919.2982	707.7512
-57.552	-2.888	26.5779	28.1086	236.7786	905.8585	647.2427
-57.824	-2.788	26.5908	28.0694	208.3906	867.0415	587.8615
-60.684	-2.82	26.3943	27.3252	237.5846	882.4706	425.1031
-61.039	-3.088	26.3038	27.0860	265.3405	969.6300	765.4993
-63.597	-3.057	26.1520	26.8059	396.9624	833.0954	829.0726
-65.08	-2.855	26.4218	27.0248	570.1018	1028.6964	795.9975
-65.45	-2.857	26.2736	26.9212	561.6823	1013.2969	904.7193
-65.822	-2.859	26.3248	26.9615	519.3657	952.5581	905.7515
-66.747	-3.131	25.9464	26.6508	501.8271	928.5758	988.2621
-66.939	-2.864	25.9722	26.6956	544.4647	916.3219	921.8067
-67.312	-2.866	25.8380	26.5819	548.2414	908.8190	1002.0126
-67.685	-2.867	25.6414	26.4562	542.4897	896.4259	883.4081
-68.059	-2.869	25.4209	26.2880	572.8778	899.5542	1007.3883
-68.434	-2.87	25.4347	26.3335	640.1522	939.0637	955.4223
-68.808	-2.871	25.4857	26.4221	718.8110	1019.3675	933.7221
-69.183	-2.872	25.6652	26.6395	637.1678	944.4464	956.4441
-69.558	-2.873	25.9543	26.9470	581.1111	890.1316	900.1144
-71.436	-3.198	25.6774	26.7253	582.2424	951.8005	838.9648
-73.974	-3.088	25.3407	26.4324	709.1429	907.2960	1130.9073
-76.692	-3.08	25.5174	26.3954	553.7404	722.1347	1691.9505
-78.178	-2.859	20.2201	21.2820	324.5407	710.0884	1298.9887
-78.55	-2.857	12.2391	13.3014	213.6024	417.9809	994.9953
-79.29	-2.852	6.2206	7.4490	162.1044	383.5027	525.9910
-79.66	-2.85	23.4170	25.6692	46.8514	532.3427	1125.2458
-55.201	-2.856	25.8417	27.1523	133.0019	844.2824	429.5522
-56.939	-2.881	26.4601	28.0840	281.9657	977.7943	616.9156
-57.291	-2.885	26.4931	28.0510	272.3168	940.5553	737.2903
-58.351	-2.899	26.4863	27.9764	211.4765	896.3189	544.4642
-59.059	-3.012	26.3140	27.6269	268.0338	868.4249	739.4529
-60.5	-2.923	26.3479	27.3540	225.2011	878.3893	284.3290
-61.58	-3.251	26.3135	26.9965	316.0299	977.9645	746.8015
-64.147	-3.168	26.3361	26.9386	414.4898	839.9145	852.0275
-64.892	-2.96	26.4762	27.0644	533.3415	985.3118	834.0819
-65.253	-3.283	26.3003	26.9574	468.0074	946.0913	898.6970
-65.54	-3.071	26.2468	26.8980	514.8312	978.8124	912.8623
-66.005	-2.967	26.3124	26.9589	496.0138	934.4689	915.9344
-67.123	-2.972	25.9368	26.6667	532.4885	909.2681	1000.3757
-67.495	-3.081	25.7517	26.5286	513.4052	898.9608	1010.7471
-67.871	-2.975	25.5484	26.3791	519.0569	884.1672	861.4255
-68.245	-2.976	25.4958	26.3864	576.3746	893.8196	960.1945
-68.62	-2.978	25.5397	26.4563	654.7123	964.6421	966.9897
-68.994	-2.979	25.6483	26.6078	644.7535	958.5651	917.6567
-69.37	-2.98	25.8412	26.8369	575.6708	891.8996	925.5176
-69.462	-3.195	25.9735	26.9731	505.1097	831.6328	957.4467
-72.094	-3.144	25.5879	26.7026	591.2499	951.1244	884.3114
-73.128	-2.982	25.5483	26.6316	651.2243	954.0531	931.7390
-73.504	-2.982	25.4924	26.5722	679.0653	950.2973	964.7936
-74.632	-3.195	25.2015	26.3725	686.1359	824.9516	1298.9577
-77.253	-3.185	25.5578	26.4910	547.7628	752.9772	1745.7935
-78.274	-3.018	21.3944	22.4399	347.3613	663.2712	1634.3836
-78.737	-2.962	11.0735	12.4058	200.0534	317.1690	854.1085
-79.108	-2.96	9.5982	11.1230	157.1045	332.7056	954.0901
-79.478	-2.958	16.2981	17.0434	35.4174	455.0730	1123.5212
-79.85	-3.061	24.0007	26.5868	49.7387	356.1377	615.8608
-80.216	-2.952	23.1864	26.3674	8.3710	273.4839	459.2070
-55.023	-2.956	25.3895	26.6575	138.7495	852.3464	637.2750
-57.628	-3.256	26.5005	27.9925	269.1285	804.5327	713.6403
-58.169	-3.001	26.5897	28.0643	213.0470	869.6241	337.6571
-58.524	-3.005	26.4371	27.8439	223.0449	921.0112	714.0847
-59.596	-3.018	26.2069	27.4265	278.5993	869.6957	637.1583
-60.315	-3.026	26.2196	27.2828	220.8650	882.2135	563.6650
-60.677	-3.03	26.2388	27.1716	231.3633	895.8128	703.5305
-62.124	-3.363	26.1963	26.8848	351.2614	959.9579	800.5238
-64.704	-3.065	26.4960	27.1003	495.0609	936.7948	836.2367
-65.075	-3.068	26.3375	27.0000	518.1670	976.2730	786.2734
-65.807	-3.393	26.1830	26.8512	461.6085	972.3612	931.4509
-68.056	-3.083	25.5309	26.3896	519.5224	879.6793	938.7253
-68.337	-3.138	25.5604	26.4348	555.5625	890.5068	990.2473
-68.806	-3.085	25.5148	26.4574	625.4786	946.6415	974.9928
-69.181	-3.087	25.8043	26.7900	569.1815	892.7853	966.1262
-69.93	-3.357	26.1153	27.1289	520.1991	867.2068	942.3273
-72.658	-3.198	25.5120	26.6404	608.2353	967.5094	923.4236
-73.316	-3.089	25.5274	26.6018	645.1553	943.2423	925.3911
-75.196	-3.3	25.2410	26.4825	605.2174	757.7185	1399.1811
-77.721	-3.181	25.1075	26.1916	518.5253	771.4939	1723.5855
-78.554	-3.07	15.9265	16.9605	235.9075	438.5142	1206.6804
-78.928	-3.175	10.6763	12.1516	137.4661	295.7078	882.3166
-79.296	-3.065	7.2115	8.5740	174.0487	379.4539	708.9449
-79.665	-3.063	21.3607	22.7667	38.9068	471.4570	1080.7154
-55.19	-3.061	25.9526	27.2847	138.2066	830.7587	290.5998
-57.987	-3.103	26.5421	27.9973	238.5695	831.5677	727.4130
-58.342	-3.108	26.5782	28.0317	208.3196	908.7308	445.2703
-58.697	-3.112	26.3847	27.7403	242.1816	911.3109	745.6766
-59.412	-3.121	26.3812	27.6650	273.4196	858.8743	592.2547
-59.771	-3.125	26.3442	27.5854	239.1447	864.5678	417.0946
-60.131	-3.13	26.2931	27.4601	217.8987	886.1455	412.0781
-60.492	-3.134	26.3626	27.3602	215.2419	879.7993	635.2609
-62.666	-3.42	26.2254	26.8744	356.6729	906.2323	755.4522
-64.887	-3.173	26.3828	27.0385	481.9599	935.2979	769.5676
-66.001	-3.18	26.2817	26.9289	486.6071	956.0796	924.1253
-67.12	-3.186	25.8834	26.6306	507.6835	908.3130	977.2779
-67.868	-3.189	25.6075	26.4420	484.2432	875.0548	889.9223
-68.617	-3.192	25.4770	26.3860	569.5266	901.8765	994.3770
-68.992	-3.193	25.6214	26.5915	558.7983	889.4256	976.4928
-70.494	-3.412	25.9852	26.9952	547.5629	918.2129	889.2491
-73.129	-3.197	25.5984	26.6621	615.1162	943.9350	918.7468
-73.505	-3.197	25.5084	26.5627	637.5647	919.9983	998.6897
-75.76	-3.406	25.5183	26.5616	533.3907	679.0980	1528.8772
-77.999	-3.18	22.7876	23.8357	420.8124	741.8088	1622.3496
-78.371	-3.178	19.9627	20.9011	284.2766	592.9539	1491.4269
-78.742	-3.176	11.6657	12.9625	197.1920	321.6453	1018.7889
-79.113	-3.173	11.2673	12.5986	103.0209	311.0226	945.8857
-79.483	-3.171	11.7193	12.6264	65.7174	372.9678	991.2639
-55.357	-3.167	25.5114	26.8407	152.0653	847.3564	707.8689
-55.692	-3.379	25.7041	27.0848	177.2303	860.8449	773.5027
-58.155	-3.368	26.5166	27.9283	251.7088	846.1559	657.8511
-58.515	-3.214	26.5524	27.9608	218.9925	919.3944	441.1798
-58.871	-3.219	26.4501	27.8110	251.2980	891.1155	628.7588
-59.229	-3.224	26.5286	27.8449	261.9219	860.3829	559.6320
-59.583	-3.333	26.4144	27.6547	256.0888	855.7383	735.4898
-59.947	-3.233	26.3648	27.5757	217.6062	870.5009	477.9918
-60.307	-3.237	26.3006	27.3741	213.0533	875.0165	631.4388
-60.669	-3.241	26.3190	27.2824	218.6619	891.8444	521.9936
-63.214	-3.532	26.1811	26.8472	342.2002	814.1383	776.0214
-64.699	-3.279	26.5062	27.1709	439.8342	887.5597	609.6053
-67.305	-3.294	25.8066	26.5666	489.3041	901.0893	1022.5954
-67.771	-3.457	25.5771	26.3930	473.4035	880.5278	1030.6270
-68.054	-3.297	25.5744	26.4277	491.9604	868.5559	883.7420
-68.428	-3.299	25.4851	26.3805	520.7862	867.1483	869.9803
-68.804	-3.3	25.4961	26.4327	528.5719	871.0274	984.1853
-70.964	-3.52	25.8425	26.8423	549.7246	927.3897	852.4443
-71.812	-3.305	25.6806	26.7636	560.5179	939.3932	802.9255
-72.941	-3.305	25.7025	26.7710	591.7895	954.5614	885.3295
-73.6	-3.519	25.4868	26.5292	585.6098	854.9781	1061.5944
-76.324	-3.511	25.9481	26.7500	474.7037	611.1721	1686.8486
-78.187	-3.286	19.7390	20.6725	287.3888	642.9124	1425.4676
-78.559	-3.284	19.6250	20.4624	259.2946	491.6239	1585.0946
-79.301	-3.279	17.9714	18.5477	47.8057	359.9626	828.0005
-79.671	-3.276	21.7054	22.9311	39.4398	456.5969	1313.7635
-55.178	-3.267	25.7937	27.1385	150.3525	827.4059	415.4412
-56.209	-3.492	25.9524	27.4247	203.7532	880.0454	773.2556
-58.688	-3.321	26.5186	27.9054	236.6015	900.6331	501.4793
-59.045	-3.326	26.5600	27.9087	248.6252	872.0056	465.9453
-60.123	-3.34	26.3353	27.4765	211.9339	863.5394	621.5081
-60.484	-3.344	26.3872	27.4063	210.6722	866.3370	603.1269
-60.846	-3.349	26.4788	27.3465	224.7210	921.6957	490.2902
-63.767	-3.537	26.2598	26.8910	328.6404	742.0287	842.3279
-64.512	-3.384	26.4347	27.0841	408.4635	842.6302	720.7753
-64.872	-3.708	26.3346	27.0030	371.2503	846.9799	860.9744
-65.997	-3.394	26.2060	26.8718	473.6464	982.1941	924.9898
-66.37	-3.396	26.0902	26.7840	475.8799	966.6608	961.7341
-67.116	-3.4	25.8249	26.5802	482.0378	911.0911	1021.4823
-67.491	-3.402	25.7746	26.5512	475.9452	889.5616	1015.8906
-68.24	-3.406	25.4743	26.3505	489.7214	863.3761	937.2448
-68.615	-3.407	25.3268	26.2658	496.3271	849.9264	886.2661
-68.99	-3.408	25.6295	26.6080	475.2308	822.1897	882.2585
-71.623	-3.413	25.7082	26.7670	551.5096	935.5657	849.0648
-72	-3.413	25.7100	26.7990	549.9895	934.3601	777.6733
-72.377	-3.413	25.5576	26.6887	572.6988	954.0718	926.0093
-72.753	-3.413	25.6260	26.7473	578.9108	959.1783	794.4072
-73.13	-3.412	25.6158	26.6838	563.8949	916.8249	914.6972
-74.26	-3.626	25.4876	26.5248	624.6343	785.1747	1276.4778
-76.887	-3.615	26.0956	26.8265	488.4262	651.7724	1777.5567
-77.45	-3.665	25.8574	26.6794	493.2719	701.3405	1771.2476
-78.003	-3.394	22.5469	23.5027	403.2548	711.4523	1536.0707
-78.375	-3.392	18.6004	19.5281	249.8648	546.2669	1252.9127
-78.747	-3.389	15.4405	16.5073	202.2927	336.7091	1413.1211
-79.118	-3.387	12.3849	13.6119	83.3089	269.8286	596.3036
-79.488	-3.384	18.2332	18.8131	32.6788	432.7274	882.7460
-80.049	-3.647	23.5295	25.6440	18.9093	414.3453	1111.7533
-80.228	-3.378	23.6939	26.8541	8.8500	219.0233	279.5660
-54.817	-3.623	25.1564	26.4009	158.0052	805.4086	799.3172
-55.345	-3.373	25.8856	27.2558	157.2302	824.7311	427.2292
-56.728	-3.605	26.1296	27.6341	242.7724	904.3156	775.5095
-57.795	-3.413	26.5475	28.0132	296.2109	716.5970	696.6755
-58.588	-3.582	26.4862	27.8393	258.9879	896.4009	721.6951
-58.862	-3.429	26.5419	27.9010	250.8163	886.9555	566.8870
-59.303	-3.592	26.4733	27.7517	265.2406	849.6895	719.9343
-60.027	-3.497	26.3835	27.5151	226.5750	847.6067	762.2676
-60.283	-3.764	26.4129	27.4559	238.7668	827.9006	774.8882
-60.661	-3.452	26.4393	27.3740	218.6880	877.3047	628.8385
-61.024	-3.456	26.5126	27.2949	254.4536	961.1220	681.0627
-61.387	-3.46	26.4402	27.1350	299.0962	985.6171	790.5523
-61.837	-3.571	26.3445	27.0093	333.8932	965.8584	802.2956
-64.324	-3.489	26.4496	27.0517	371.0799	794.9272	747.4961
-64.694	-3.492	26.3590	27.0369	409.5130	856.7339	880.3348
-66.181	-3.502	26.2244	26.8986	470.5638	993.1621	946.2290
-66.46	-3.612	26.0261	26.7309	459.7603	967.8929	984.8005
-67.019	-3.722	25.8337	26.5676	455.7389	923.4856	1026.1176
-68.051	-3.512	25.4819	26.3231	474.9351	867.0684	1032.0398
-68.332	-3.621	25.3786	26.2633	466.7923	851.8540	1027.0276
-68.801	-3.515	25.3780	26.3406	461.1094	822.5026	949.3019
-69.177	-3.516	25.8904	26.8725	421.6027	769.4418	871.0945
-69.646	-3.625	26.3142	27.3361	433.6797	794.8959	968.7454
-71.812	-3.52	25.7678	26.8551	540.9790	924.9527	780.2259
-72.188	-3.52	25.6697	26.7809	545.6322	930.4991	818.1294
-72.565	-3.52	25.5739	26.7217	559.2627	947.7443	859.5145
-72.942	-3.52	25.6013	26.6817	549.0528	925.3492	888.9375
-73.318	-3.52	25.4887	26.5482	540.2526	873.5990	994.0053
-74.823	-3.516	25.3542	26.5581	634.1952	760.0051	1381.4349
-77.819	-3.502	25.3205	26.2952	490.6741	723.5759	1690.7072
-78.191	-3.5	21.3907	22.2622	336.0346	642.0675	1529.4014
-78.566	-3.605	21.6829	22.4924	318.0193	534.7629	1635.7283
-78.935	-3.495	13.5208	14.6810	176.0285	314.0641	1321.9977
-79.306	-3.492	16.1276	16.8391	78.8887	333.4557	628.3944
-79.676	-3.489	18.3101	18.9347	29.0444	499.3517	1253.4988
-55.161	-3.576	25.3895	26.6866	170.5005	828.4618	759.8489
-57.251	-3.718	26.3125	27.7859	272.4066	922.1624	765.5886
-57.968	-3.52	26.5514	27.9810	282.3146	779.5300	688.1989
-59.037	-3.536	26.5112	27.8558	263.8981	885.7870	644.6417
-59.742	-3.808	26.4110	27.5777	252.7649	798.5683	787.0377
-60.565	-3.609	26.4244	27.3840	232.6040	863.8643	772.1350
-60.838	-3.56	26.4610	27.3359	241.3910	900.6324	666.5841
-61.201	-3.564	26.4459	27.2156	286.0073	952.3989	667.4729
-62.296	-3.576	26.2683	26.9253	342.1376	965.8466	817.0339
-64.136	-3.594	26.4267	27.0061	337.5185	748.4621	816.3931
-64.506	-3.597	26.3444	27.0008	371.2862	810.4876	833.8163
-67.487	-3.617	25.7943	26.5804	459.1684	889.8213	1019.2339
-68.608	-3.945	25.4293	26.3561	420.8791	832.8512	1036.2843
-68.987	-3.731	25.6217	26.5983	413.0864	786.0676	1001.4773
-69.364	-3.624	26.2009	27.2001	383.7277	737.9195	854.0964
-71.623	-3.628	25.7947	26.8551	533.9693	918.6354	830.8336
-72.189	-3.79	25.5306	26.6466	519.1021	911.6214	933.0950
-72.377	-3.628	25.5805	26.7105	537.6286	930.6320	873.9070
-72.754	-3.844	25.4282	26.5373	501.8363	892.6877	984.9613
-73.13	-3.627	25.5432	26.5890	509.7457	874.6485	881.8857
-74.636	-3.624	25.4429	26.5612	638.2757	754.1182	1375.5166
-74.826	-3.785	25.4580	26.6241	580.0485	732.5536	1445.1090
-75.39	-3.837	25.4815	26.6592	521.5977	692.2648	1524.9153
-78.106	-3.823	23.7185	24.5470	426.2808	649.9744	1697.9897
-78.38	-3.606	20.6373	21.4953	302.8452	557.3061	1526.7652
-78.752	-3.603	18.0707	18.9198	236.9344	394.9291	1372.6083
-79.217	-3.653	11.2952	12.3804	156.2314	359.1284	912.2966
-79.494	-3.597	13.7095	14.3682	68.9700	431.5866	997.3899
-79.864	-3.594	23.4288	25.0859	35.0952	467.6049	1452.0092
-55.334	-3.579	25.9053	27.2929	172.3365	823.4673	512.4710
-57.776	-3.831	26.4385	27.8512	272.0196	864.0394	751.6378
-58.14	-3.627	26.5114	27.9006	275.7664	843.2804	751.7976
-58.853	-3.638	26.5336	27.8431	260.0540	891.9516	673.0927
-61.016	-3.668	26.4703	27.2973	273.7768	902.6625	709.6277
-61.38	-3.672	26.5081	27.2197	317.4655	908.4527	684.0953
-62.843	-3.688	26.2433	26.8876	338.1223	870.4101	841.9651
-63.949	-3.699	26.3543	26.9415	303.7757	709.1513	774.1468
-64.318	-3.702	26.2474	26.8985	340.7881	768.0018	843.5511
-65.427	-3.926	26.2017	26.8741	372.6699	895.6935	941.2112
-66.177	-3.717	26.1823	26.8557	450.6086	1000.9483	918.8102
-67.298	-3.723	25.7624	26.5328	453.2341	898.7831	1040.9198
-67.954	-3.942	25.5296	26.3757	452.4609	866.3523	1053.5703
-69.833	-3.841	26.1358	27.1668	479.4599	880.8022	970.0479
-70.304	-3.734	26.0828	27.0963	515.3573	914.8957	870.6369
-71.435	-3.736	25.8397	26.8738	528.8739	905.8978	851.8641
-71.812	-3.736	25.6313	26.7264	527.2249	909.7070	853.8770
-73.319	-3.735	25.5189	26.5709	494.0102	831.6638	909.7551
-75.955	-3.942	26.0067	26.8553	470.5525	632.9071	1683.8245
-78.94	-3.709	18.2558	19.0394	214.4758	375.6713	1612.7206
-79.682	-3.702	22.0041	22.5725	20.8511	665.0560	1215.5053
-80.702	-3.855	22.7965	25.9912	1.8740	224.1707	571.1595
-55.502	-3.686	25.7277	27.1076	185.9056	838.4990	704.7559
-55.844	-3.85	25.6677	27.1011	206.1731	855.6100	789.8396
-58.313	-3.735	26.4938	27.8586	270.0449	887.9569	744.5839
-59.028	-3.746	26.4818	27.7803	267.5000	879.3922	668.1617
-60.916	-3.983	26.4598	27.3222	280.0137	857.0738	822.2848
-61.558	-3.78	26.5188	27.1651	337.2359	900.9510	710.8936
-61.923	-3.785	26.3847	27.0148	337.0989	977.5459	824.5523
-62.289	-3.789	26.3558	27.0022	328.0686	961.7076	686.5569
-62.656	-3.793	26.2688	26.9266	332.5905	897.4921	724.7902
-63.392	-3.801	26.2243	26.8917	305.4361	747.0438	746.8492
-63.761	-3.804	26.3029	26.9218	277.9821	680.9946	704.2247
-64.131	-3.808	26.2601	26.8962	308.1910	727.7552	782.3526
-64.49	-4.132	26.2026	26.8646	311.0667	796.5431	898.6350
-65.984	-4.037	26.0776	26.7542	395.9126	957.7159	966.9104
-66.362	-3.825	26.1395	26.8274	436.4114	975.1429	976.7931
-67.484	-3.832	25.7933	26.5820	445.1231	886.8974	1045.6889
-69.362	-3.84	26.1994	27.1992	384.5812	766.5863	874.8277
-70.115	-3.842	26.0608	27.0775	510.0666	913.8840	927.1643
-70.492	-3.842	26.1155	27.1155	512.0391	912.1088	786.0172
-70.869	-3.843	25.9539	26.9495	526.3663	899.6848	812.5644
-71.246	-3.843	25.8836	26.8942	524.6143	889.2133	744.1637
-71.623	-3.844	25.7285	26.7989	521.7819	894.1124	799.2112
-73.131	-3.843	25.4723	26.5122	468.1329	835.5162	918.4167
-73.509	-3.95	25.5945	26.6390	476.0654	779.6537	1078.6329
-73.886	-4.112	25.7008	26.7170	490.8723	747.2581	1212.9126
-76.519	-4.047	26.3900	27.0514	457.4379	618.1033	1808.9379
-78.384	-3.82	20.7658	21.6075	320.9965	536.1074	1626.2702
-78.756	-3.817	21.9129	22.5853	320.3045	491.4792	1699.0343
-79.128	-3.814	13.6723	14.7811	197.7574	336.9983	1420.1756
-79.499	-3.811	19.2759	19.7039	43.8768	549.2183	1135.2345
-55.323	-3.786	25.7966	27.1085	187.2750	835.7962	786.9623
-56.357	-4.014	25.9125	27.3564	229.8751	868.1445	795.8971
-58.304	-3.996	26.4876	27.8140	262.5664	912.1629	786.7779
-58.918	-4.062	26.4836	27.7553	263.2888	851.2824	753.8075
-59.202	-3.854	26.4771	27.7481	263.8367	828.2560	634.9659
-61.372	-3.884	26.5343	27.2353	344.0887	849.9539	781.3605
-61.737	-3.889	26.4918	27.1058	334.7450	922.7975	700.9195
-62.103	-3.893	26.4275	27.0493	327.6303	985.2412	712.9000
-62.469	-3.897	26.3193	26.9785	326.6649	925.1477	687.6975
-62.837	-3.901	26.2004	26.8883	324.5236	864.2977	708.3403
-63.205	-3.905	26.1860	26.8691	314.4490	787.6064	732.8796
-63.573	-3.909	26.1447	26.8191	284.3735	699.2373	742.4934
-63.943	-3.913	26.2021	26.8407	285.3131	699.3560	828.3934
-64.313	-3.916	26.2218	26.8686	318.1568	758.6655	880.6664
-66.637	-4.096	25.9447	26.6527	404.1105	939.0421	1018.1769
-67.104	-4.207	25.7989	26.5713	404.6165	898.6460	1056.0790
-67.67	-3.94	25.7305	26.5433	448.1756	878.3339	1062.8131
-69.077	-4.163	25.7212	26.6938	382.1299	813.5580	1011.8711
-69.549	-3.948	26.1971	27.2078	408.2177	812.7670	967.7372
-70.303	-3.95	26.1292	27.1369	503.3475	912.5860	876.1850
-70.68	-3.95	25.9655	26.9685	514.2786	896.6752	803.5911
-71.057	-3.951	25.8994	26.8983	522.5612	877.1054	792.3063
-71.434	-3.951	25.7406	26.7904	520.4286	882.5442	807.8932
-71.811	-4.168	25.5645	26.6459	493.6046	875.6903	913.0153
-73.32	-3.95	25.5740	26.6246	460.3949	798.0855	994.1880
-74.452	-4.164	25.8595	26.8403	506.2467	731.5731	1428.3705
-77.085	-4.204	26.5439	27.2095	471.8860	647.6080	1861.4219
-78.573	-3.926	19.8686	20.7042	288.2207	465.7621	1386.3469
-78.945	-3.923	18.4615	19.3122	234.7405	389.8512	1640.2078
-79.316	-3.919	16.6888	17.4475	115.0701	404.2347	829.4291
-79.687	-3.916	21.2556	21.7171	17.3328	634.9878	1187.2878
-54.961	-4.142	25.0368	26.2875	179.2888	839.2644	816.9793
-55.491	-3.893	25.9096	27.3026	194.3171	837.8541	693.3630
-56.878	-4.128	26.0792	27.4984	252.6750	918.2621	810.1324
-59.377	-3.962	26.4641	27.6686	267.9354	787.4576	759.0782
