T500	T490	T480	T470	T460	T450	T440	T430	T420	T410	T400	T390	T380	T370	T360	T350	T340	T330	T320	T310	T300	T290	T280	T270	T260	T250	T240	T230	T220	T210	T200	T190	T180	T170	T160	T150	T140	T130	T120	T110	T100	T90	T80	T70	T60	T50	T40	T30	T20	T10	T0
279.783	300.171	274.913	304.395	290.452	278.735	303.232	315.610	301.587	318.248	347.349	326.558	314.041	308.219	304.395	301.992	280.855	246.999	253.106	334.559	284.358	269.490	304.241	312.702	302.198	243.750	261.391	277.776	270.133	228.871	314.047	311.854	296.067	285.585	253.176	307.866	277.730	290.448	267.085	318.459	251.658	261.177	316.490	287.403	341.161	280.889	287.899	310.958	293.268	283.201	263.592
197.295	210.408	189.424	213.778	202.302	194.962	212.299	220.933	210.682	222.724	247.549	227.621	219.453	215.149	213.119	211.619	196.318	170.487	180.183	235.796	200.211	188.224	213.302	218.120	210.921	170.461	180.594	195.064	192.624	156.744	218.995	222.408	206.886	203.200	177.057	214.791	195.460	202.498	183.408	223.253	172.188	181.874	225.950	201.756	239.468	195.942	201.395	217.323	206.309	201.893	181.585
461.938	489.919	433.976	498.650	468.254	453.046	493.773	513.786	489.006	517.833	585.196	527.232	509.520	499.016	495.689	492.597	455.924	391.245	425.524	551.812	468.090	436.806	496.746	505.563	489.156	396.045	414.818	454.954	455.587	357.005	507.459	526.095	480.325	479.658	411.375	497.945	456.800	469.141	418.827	519.883	391.825	420.887	534.981	470.415	558.291	454.185	468.046	504.625	481.968	477.404	415.936
179.801	162.360	178.948	162.658	163.404	180.640	186.007	198.253	156.263	165.022	140.446	173.971	150.139	161.057	170.782	173.578	195.061	212.934	256.755	147.058	143.134	214.082	132.534	189.549	144.715	201.824	204.315	153.368	245.980	154.872	189.913	129.900	186.330	196.129	203.206	184.944	146.519	196.381	175.065	159.760	189.232	190.695	198.072	174.499	126.711	157.045	185.457	183.228	164.978	229.611	192.847
144.956	136.335	203.036	133.658	159.943	151.211	154.008	161.111	150.326	149.050	82.686	158.519	139.373	149.789	141.783	150.649	159.066	226.766	156.815	123.423	121.958	200.601	120.413	159.042	144.190	165.023	222.568	127.608	163.949	187.994	168.453	79.337	151.815	132.175	163.998	162.683	121.835	176.650	205.642	133.297	223.405	166.606	122.457	141.559	117.446	152.549	153.194	157.443	130.656	154.393	203.366
105.334	103.048	203.624	98.099	142.536	114.371	114.951	117.527	132.172	122.758	29.657	131.748	118.090	127.299	105.746	118.844	116.514	217.867	65.443	93.144	93.458	172.516	99.186	120.542	130.417	121.328	216.825	94.655	85.864	196.904	136.176	32.145	110.674	70.772	118.340	130.383	91.115	145.340	211.347	99.604	230.397	132.477	52.674	102.381	98.637	135.221	114.053	122.707	91.403	82.825	193.721
106.066	106.754	226.221	101.000	154.278	117.883	117.963	119.408	142.178	130.057	20.142	140.004	126.166	135.887	109.041	124.386	118.569	238.643	48.133	96.698	97.879	183.602	106.110	124.431	141.908	123.615	239.173	98.578	74.234	220.998	143.258	24.610	112.961	62.336	120.081	136.836	94.104	153.204	235.765	103.287	257.083	138.717	40.244	104.705	106.089	145.902	116.816	127.977	92.369	72.141	211.965
254.687	279.646	424.026	277.042	329.832	289.892	292.441	292.583	326.980	301.208	159.268	315.199	297.830	306.497	278.699	304.845	294.496	443.159	183.453	253.261	281.253	347.186	278.359	294.873	316.689	297.961	435.435	300.027	201.121	433.738	307.948	163.241	279.877	190.624	297.704	305.938	271.820	324.611	446.496	280.398	464.673	316.228	160.373	286.557	268.468	323.911	292.531	302.188	258.406	201.963	405.018
458.865	509.116	631.448	512.332	542.452	514.549	519.948	518.620	554.225	519.222	387.231	533.848	517.331	521.301	504.099	535.588	523.720	654.098	400.772	468.583	524.874	536.931	506.099	515.532	532.771	523.709	636.966	563.323	398.030	658.357	514.647	388.337	501.385	391.776	528.529	519.775	510.972	534.668	663.675	515.779	670.255	538.660	362.384	527.072	485.314	542.341	521.821	525.150	486.573	402.131	613.834
461.093	515.969	614.990	516.477	546.015	515.219	528.372	532.551	552.001	532.536	414.385	554.260	531.973	534.989	516.844	536.559	523.807	613.991	397.748	493.029	512.901	524.606	513.761	536.101	540.934	506.650	607.702	543.701	399.719	617.989	534.247	404.484	515.088	403.967	514.283	537.655	502.516	537.574	638.169	528.192	640.736	530.087	386.208	521.392	513.403	538.037	524.249	539.033	492.020	404.820	595.014
217.458	259.319	319.405	254.872	286.683	253.360	273.309	283.628	276.697	284.632	200.292	310.405	283.806	287.861	268.985	270.138	257.972	290.032	155.250	270.335	229.765	258.244	257.822	296.350	286.439	224.653	302.742	240.277	174.093	284.988	297.889	181.598	270.065	187.001	232.707	298.757	227.014	279.001	322.447	274.391	325.747	254.355	186.983	245.630	288.188	266.972	261.229	291.320	239.507	175.373	296.276
284.730	312.139	322.284	310.039	322.296	295.728	322.119	336.187	317.259	340.153	317.139	357.824	335.136	335.525	321.067	317.053	299.132	286.630	238.300	349.516	279.439	296.259	312.279	343.592	329.598	256.540	306.176	277.377	265.657	267.943	347.681	286.464	318.515	280.708	265.747	344.470	276.651	319.228	313.805	330.790	309.404	284.203	302.357	292.091	356.938	302.080	304.948	338.795	297.240	270.866	300.819
411.039	443.499	422.616	446.488	438.066	414.043	450.597	469.630	447.265	474.963	493.878	490.984	468.127	462.370	451.409	447.002	418.056	378.442	363.918	495.130	412.015	405.651	447.592	470.168	453.287	361.095	401.658	404.594	392.940	351.835	474.053	443.908	442.135	415.037	374.709	465.502	404.000	437.321	411.006	470.385	393.343	391.767	456.239	420.971	504.416	419.234	427.564	465.962	428.885	408.723	401.946
480.913	511.595	469.020	517.239	497.875	475.045	518.092	539.886	511.955	546.082	592.886	559.207	536.291	528.315	519.125	515.004	479.090	421.636	435.831	578.241	480.021	464.123	516.561	536.173	517.648	414.128	448.415	468.530	471.768	385.282	540.543	533.591	506.297	495.745	429.754	530.976	470.117	498.423	452.768	542.768	429.964	445.241	549.503	487.070	583.377	478.134	490.750	533.575	498.500	490.785	446.014
188.051	198.805	179.073	201.376	192.189	184.157	201.037	209.480	198.257	211.897	234.393	216.073	207.763	204.433	201.455	200.020	185.629	161.276	172.133	225.929	187.351	179.702	200.776	207.290	200.255	160.512	171.682	182.380	186.523	146.171	208.971	211.066	196.104	195.579	166.571	205.303	183.388	192.646	172.264	210.947	162.984	171.869	217.544	189.524	226.960	184.858	190.279	206.669	194.363	194.052	170.277
202.841	213.237	188.922	216.372	204.860	197.087	215.337	224.363	211.977	226.960	255.354	230.530	222.209	218.404	215.805	214.429	198.566	170.441	187.348	243.510	201.772	192.082	215.399	221.273	213.890	171.757	181.595	195.943	203.177	153.294	223.052	230.047	209.699	212.639	178.243	219.162	197.405	205.590	181.142	226.287	170.762	183.207	237.257	203.539	243.684	197.347	203.671	220.988	209.115	211.402	179.644
192.963	178.983	183.499	180.936	176.716	199.993	202.576	212.155	173.099	174.304	159.791	186.286	166.674	174.121	189.958	189.392	210.913	211.051	266.419	155.462	165.899	212.229	154.090	203.591	159.506	220.709	199.251	174.152	245.367	166.590	195.582	151.822	201.956	206.109	222.559	195.177	171.202	201.925	183.332	173.749	191.048	204.751	204.506	195.368	145.618	174.831	203.154	196.426	188.366	231.841	201.003
185.187	169.249	196.963	169.769	175.313	187.841	193.427	204.660	166.823	173.787	140.461	183.865	159.586	170.748	178.132	182.681	201.251	229.551	252.598	154.438	151.268	225.090	142.369	197.129	156.405	208.449	222.181	162.064	244.466	173.110	198.503	131.519	192.730	196.693	210.111	193.803	153.885	205.169	193.946	167.007	209.295	199.372	196.245	182.129	135.825	168.091	192.239	192.089	170.893	228.238	207.549
